year,microrregion_code,microrregion_name,uf,macroregion,homicide_count,population,homicide_rate_per_100k,percentile_unweighted,bubble_area_points2
2024,26019,Fernando de Noronha,PE,Nordeste,0,3316.0,0.0,0.17921146953405018,0.4421333333333333
2024,29025,Livramento do Brumado,BA,Nordeste,1,101316.0,0.9870109360811717,0.35842293906810035,13.5088
2024,35049,Campos do Jordão,SP,Sudeste,1,71430.0,1.3999720005599887,0.5376344086021505,9.524
2024,43034,Jaguarão,RS,Sul,1,51600.0,1.937984496124031,0.7168458781362007,6.88
2024,35008,Novo Horizonte,SP,Sudeste,2,87843.0,2.2767892717689513,0.8960573476702509,11.7124
2024,31008,Grão Mogol,MG,Sudeste,1,38054.0,2.627844641824775,1.075268817204301,5.0738666666666665
2024,35001,Jales,SP,Sudeste,5,163205.0,3.0636316289329373,1.2544802867383513,21.760666666666665
2024,35061,São Paulo,SP,Sudeste,453,14684589.0,3.084866726607057,1.4336917562724014,1957.9452
2024,35034,Dracena,SP,Sudeste,4,126852.0,3.153280988868918,1.6129032258064515,16.9136
2024,31053,Santa Rita do Sapucaí,MG,Sudeste,5,150692.0,3.318026172590449,1.7921146953405018,20.092266666666667
2024,35037,Tupã,SP,Sudeste,4,115486.0,3.463623296330291,1.971326164874552,15.398133333333334
2024,23028,Lavras da Mangabeira,CE,Nordeste,2,57389.0,3.4849884124135286,2.150537634408602,7.651866666666667
2024,25014,Esperança,PB,Nordeste,2,57363.0,3.4865679967923575,2.3297491039426523,7.6484
2024,35030,São João da Boa Vista,SP,Sudeste,16,423794.0,3.7754191895118856,2.5089605734767026,56.50586666666667
2024,35052,Bananal,SP,Sudeste,1,26300.0,3.802281368821293,2.6881720430107525,3.506666666666667
2024,41032,Irati,PR,Sul,4,103419.0,3.8677612430984634,2.867383512544803,13.7892
2024,31032,Itaguara,MG,Sudeste,3,72800.0,4.1208791208791204,3.046594982078853,9.706666666666667
2024,42007,São Bento do Sul,SC,Sul,6,139834.0,4.29080195088462,3.225806451612903,18.64453333333333
2024,31026,Bom Despacho,MG,Sudeste,8,185246.0,4.318581777744189,3.4050179211469533,24.699466666666666
2024,35015,Batatais,SP,Sudeste,5,113180.0,4.4177416504682805,3.5842293906810037,15.090666666666667
2024,50006,Paranaíba,MS,Centro-Oeste,4,89294.0,4.479584294577463,3.763440860215054,11.905866666666666
2024,31056,Itajubá,MG,Sudeste,9,200761.0,4.482942404152201,3.942652329749104,26.768133333333335
2024,35060,Itapecerica da Serra,SP,Sudeste,52,1159902.0,4.483137368501822,4.121863799283154,154.6536
2024,35033,Amparo,SP,Sudeste,9,198630.0,4.531037607612143,4.301075268817204,26.484
2024,31054,São Lourenço,MG,Sudeste,10,219569.0,4.5543769840004735,4.480286738351254,29.275866666666666
2024,35009,Barretos,SP,Sudeste,7,152223.0,4.598516649914927,4.659498207885305,20.2964
2024,35048,Bragança Paulista,SP,Sudeste,29,629424.0,4.607387071354127,4.838709677419355,83.9232
2024,42012,Blumenau,SC,Sul,42,872583.0,4.813295697945066,5.017921146953405,116.3444
2024,35024,Araraquara,SP,Sudeste,27,557327.0,4.844552659390268,5.197132616487456,74.31026666666666
2024,35035,Adamantina,SP,Sudeste,8,162435.0,4.925046941853664,5.376344086021505,21.658
2024,31048,São Sebastião do Paraíso,MG,Sudeste,14,283840.0,4.932356257046223,5.555555555555555,37.845333333333336
2024,35058,Franco da Rocha,SP,Sudeste,26,516549.0,5.033404381772107,5.734767025089606,68.8732
2024,42018,Tubarão,SC,Sul,23,456220.0,5.041427381526456,5.913978494623656,60.82933333333333
2024,31005,Salinas,MG,Sudeste,11,217162.0,5.065342923715936,6.093189964157706,28.954933333333333
2024,31057,Lavras,MG,Sudeste,9,170859.0,5.267501272979474,6.272401433691757,22.7812
2024,31011,Capelinha,MG,Sudeste,10,188589.0,5.302536203065927,6.451612903225806,25.1452
2024,35011,Ituverava,SP,Sudeste,5,93969.0,5.320903702284796,6.630824372759856,12.5292
2024,31049,Alfenas,MG,Sudeste,13,240400.0,5.40765391014975,6.810035842293907,32.053333333333335
2024,42005,Concórdia,SC,Sul,9,165710.0,5.431174944179591,6.989247311827957,22.094666666666665
2024,35012,Franca,SP,Sudeste,24,437336.0,5.487771416027951,7.168458781362007,58.31146666666667
2024,35021,Jaú,SP,Sudeste,20,361840.0,5.527304886137519,7.347670250896058,48.245333333333335
2024,35042,Itapetininga,SP,Sudeste,12,215961.0,5.556558823120842,7.526881720430108,28.7948
2024,35003,Votuporanga,SP,Sudeste,9,160971.0,5.591069198799784,7.706093189964157,21.4628
2024,41025,Capanema,PR,Sul,6,106340.0,5.642279480910288,7.885304659498208,14.178666666666667
2024,31042,Piuí,MG,Sudeste,5,88499.0,5.649781353461621,8.064516129032258,11.799866666666667
2024,35031,Mogi Mirim,SP,Sudeste,25,437829.0,5.709991800451775,8.243727598566307,58.3772
2024,31047,Passos,MG,Sudeste,14,242135.0,5.7818985276808395,8.422939068100359,32.284666666666666
2024,35059,Guarulhos,SP,Sudeste,88,1489893.0,5.906464423955278,8.602150537634408,198.6524
2024,35007,Nhandeara,SP,Sudeste,4,67427.0,5.932341643555253,8.78136200716846,8.990266666666667
2024,42001,São Miguel do Oeste,SC,Sul,12,190692.0,6.292870178088226,8.960573476702509,25.4256
2024,42019,Criciúma,SC,Sul,28,444035.0,6.305809226750144,9.13978494623656,59.20466666666667
2024,35022,Avaré,SP,Sudeste,13,206044.0,6.309331987342509,9.31899641577061,27.472533333333335
2024,41017,Ibaiti,PR,Sul,5,78999.0,6.329194040430892,9.498207885304659,10.5332
2024,52008,Iporá,GO,Centro-Oeste,4,63164.0,6.332721170286872,9.67741935483871,8.421866666666666
2024,35010,São Joaquim da Barra,SP,Sudeste,14,217836.0,6.426853229034687,9.85663082437276,29.0448
2024,29022,Boquira,BA,Nordeste,12,186614.0,6.430385715969863,10.03584229390681,24.881866666666667
2024,35056,Itanhaém,SP,Sudeste,18,279798.0,6.433212531898012,10.21505376344086,37.3064
2024,35040,Ourinhos,SP,Sudeste,20,308088.0,6.491651735867674,10.394265232974911,41.0784
2024,31036,Peçanha,MG,Sudeste,5,76860.0,6.505334374186833,10.57347670250896,10.248
2024,31028,Conceição do Mato Dentro,MG,Sudeste,6,91794.0,6.536374926465782,10.75268817204301,12.2392
2024,35047,Jundiaí,SP,Sudeste,52,787782.0,6.600810884229394,10.931899641577061,105.0376
2024,22006,Valença do Piauí,PI,Nordeste,7,104555.0,6.6950408875711345,11.11111111111111,13.940666666666667
2024,35002,Fernandópolis,SP,Sudeste,8,118731.0,6.737920172490757,11.290322580645162,15.8308
2024,35062,Mogi das Cruzes,SP,Sudeste,104,1539817.0,6.754049344824742,11.469534050179211,205.30893333333333
2024,42011,Rio do Sul,SC,Sul,17,250060.0,6.79836839158602,11.64874551971326,33.34133333333333
2024,41039,Rio Negro,PR,Sul,7,101585.0,6.890781119259733,11.827956989247312,13.544666666666666
2024,31034,Conselheiro Lafaiete,MG,Sudeste,20,281725.0,7.09912148371639,12.007168458781361,37.56333333333333
2024,42017,Tabuleiro,SC,Sul,2,28091.0,7.119718059164857,12.186379928315413,3.7454666666666667
2024,52009,Anicuns,GO,Centro-Oeste,8,112241.0,7.1275202466122005,12.365591397849462,14.965466666666666
2024,31051,Poços de Caldas,MG,Sudeste,27,378254.0,7.138060668228228,12.544802867383513,50.43386666666667
2024,42008,Joinville,SC,Sul,81,1131955.0,7.155761492285471,12.724014336917563,150.92733333333334
2024,31052,Pouso Alegre,MG,Sudeste,30,415791.0,7.215163387374907,12.903225806451612,55.4388
2024,31044,Formiga,MG,Sudeste,12,166022.0,7.22795774054041,13.082437275985663,22.136266666666668
2024,23004,Meruoca,CE,Nordeste,2,27503.0,7.2719339708395445,13.261648745519713,3.6670666666666665
2024,31065,Juiz de Fora,MG,Sudeste,57,783380.0,7.2761622711838445,13.440860215053764,104.45066666666666
2024,35023,Botucatu,SP,Sudeste,17,233071.0,7.29391472984627,13.620071684587813,31.076133333333335
2024,35057,Osasco,SP,Sudeste,156,2128205.0,7.33012092350126,13.799283154121865,283.7606666666667
2024,43017,Santiago,RS,Sul,8,107349.0,7.4523283868503665,13.978494623655914,14.3132
2024,35039,Assis,SP,Sudeste,21,275673.0,7.61772099552731,14.157706093189963,36.7564
2024,35014,Ribeirão Preto,SP,Sudeste,92,1206706.0,7.624060873153859,14.336917562724015,160.89413333333334
2024,35028,Piracicaba,SP,Sudeste,50,649210.0,7.701668181328076,14.516129032258064,86.56133333333334
2024,35050,São José dos Campos,SP,Sudeste,127,1645926.0,7.716021254904534,14.695340501792115,219.4568
2024,31017,Ituiutaba,MG,Sudeste,12,154413.0,7.771366400497367,14.874551971326165,20.5884
2024,35038,Marília,SP,Sudeste,28,359899.0,7.779960488914946,15.053763440860216,47.986533333333334
2024,35045,Piedade,SP,Sudeste,16,201331.0,7.94711196984071,15.232974910394265,26.844133333333332
2024,35044,Capão Bonito,SP,Sudeste,11,136453.0,8.061383773167318,15.412186379928315,18.193733333333334
2024,35053,Paraibuna/Paraitinga,SP,Sudeste,6,74405.0,8.063974195282576,15.591397849462366,9.920666666666667
2024,35013,Jaboticabal,SP,Sudeste,34,420590.0,8.083882165529376,15.770609318996415,56.07866666666666
2024,31010,Diamantina,MG,Sudeste,7,86401.0,8.101758081503686,15.949820788530467,11.520133333333334
2024,31021,Frutal,MG,Sudeste,16,196597.0,8.138476172067733,16.129032258064516,26.212933333333332
2024,31007,Montes Claros,MG,Sudeste,55,673471.0,8.166647116208418,16.308243727598565,89.79613333333333
2024,31046,Oliveira,MG,Sudeste,11,130103.0,8.454839627064711,16.487455197132615,17.347066666666667
2024,42016,Florianópolis,SC,Sul,108,1268982.0,8.51075901785841,16.666666666666668,169.1976
2024,31001,Unaí,MG,Sudeste,14,164283.0,8.521879926711833,16.845878136200717,21.9044
2024,43024,Gramado-Canela,RS,Sul,29,338956.0,8.55568274348293,17.025089605734767,45.19413333333333
2024,35018,Birigui,SP,Sudeste,24,278091.0,8.630268509228994,17.204301075268816,37.0788
2024,22014,Pio IX,PI,Nordeste,5,57751.0,8.657858738376826,17.38351254480287,7.7001333333333335
2024,15002,Santarém,PA,Norte,53,611978.0,8.660442042034191,17.56272401433692,81.59706666666666
2024,25005,Piancó,PB,Nordeste,6,69117.0,8.680932332132471,17.741935483870968,9.2156
2024,35025,São Carlos,SP,Sudeste,31,354975.0,8.733009366856821,17.921146953405017,47.33
2024,31019,Patrocínio,MG,Sudeste,19,216488.0,8.776467979749455,18.100358422939067,28.865066666666667
2024,35032,Campinas,SP,Sudeste,272,3085646.0,8.815009887718812,18.27956989247312,411.41946666666666
2024,35041,Itapeva,SP,Sudeste,22,248619.0,8.848881219858498,18.45878136200717,33.1492
2024,35004,São José do Rio Preto,SP,Sudeste,82,925410.0,8.860937314271512,18.63799283154122,123.388
2024,15006,Arari,PA,Norte,16,179765.0,8.900508997858315,18.817204301075268,23.968666666666667
2024,42009,Curitibanos,SC,Sul,12,133578.0,8.983515249517136,18.996415770609318,17.8104
2024,31063,Muriaé,MG,Sudeste,26,289220.0,8.989696424866883,19.17562724014337,38.562666666666665
2024,35046,Sorocaba,SP,Sudeste,149,1635595.0,9.109834647330176,19.35483870967742,218.07933333333332
2024,43033,Pelotas,RS,Sul,45,491113.0,9.16286068582994,19.53405017921147,65.48173333333334
2024,35006,Auriflama,SP,Sudeste,4,43593.0,9.175785103112885,19.71326164874552,5.8124
2024,31059,Barbacena,MG,Sudeste,21,228405.0,9.194194522886978,19.892473118279568,30.454
2024,42014,Ituporanga,SC,Sul,6,65195.0,9.203159751514686,20.07168458781362,8.692666666666666
2024,42003,Xanxerê,SC,Sul,16,173725.0,9.209958267376601,20.25089605734767,23.163333333333334
2024,25017,Campina Grande,PB,Nordeste,53,574583.0,9.224080768139677,20.43010752688172,76.61106666666667
2024,31050,Varginha,MG,Sudeste,44,476881.0,9.226620477645367,20.60931899641577,63.584133333333334
2024,42004,Joaçaba,SC,Sul,33,356935.0,9.24538081163237,20.788530465949822,47.59133333333333
2024,35043,Tatuí,SP,Sudeste,29,310066.0,9.352847458283076,20.967741935483872,41.34213333333334
2024,35005,Catanduva,SP,Sudeste,21,224240.0,9.364966107741706,21.14695340501792,29.898666666666667
2024,24013,Baixa Verde,RN,Nordeste,6,63995.0,9.375732479099929,21.32616487455197,8.532666666666668
2024,12003,Sena Madureira,AC,Norte,6,63835.0,9.399232396020992,21.50537634408602,8.511333333333333
2024,42002,Chapecó,SC,Sul,50,530474.0,9.425532636849308,21.684587813620073,70.72986666666667
2024,31033,Ouro Preto,MG,Sudeste,19,201132.0,9.446532625340572,21.863799283154123,26.8176
2024,22007,Alto Parnaíba Piauiense,PI,Nordeste,5,52763.0,9.47633758505013,22.043010752688172,7.035066666666666
2024,22008,Bertolínia,PI,Nordeste,4,42087.0,9.504122413096681,22.22222222222222,5.6116
2024,35036,Presidente Prudente,SP,Sudeste,58,605882.0,9.572821110381229,22.40143369175627,80.78426666666667
2024,29026,Guanambi,BA,Nordeste,38,395576.0,9.606245070479503,22.580645161290324,52.74346666666667
2024,41013,Ivaiporã,PR,Sul,13,134383.0,9.673842673552459,22.759856630824373,17.917733333333334
2024,52007,Anápolis,GO,Centro-Oeste,63,647461.0,9.73031580280511,22.939068100358423,86.32813333333333
2024,22005,Médio Parnaíba Piauiense,PI,Nordeste,13,133310.0,9.751706548646013,23.118279569892472,17.77466666666667
2024,41031,Prudentópolis,PR,Sul,13,132925.0,9.7799511002445,23.29749103942652,17.723333333333333
2024,35027,Limeira,SP,Sudeste,63,642446.0,9.806271655516573,23.476702508960575,85.65946666666666
2024,33015,Serrana,RJ,Sudeste,49,494474.0,9.909520015208079,23.655913978494624,65.92986666666667
2024,43005,Sananduva,RS,Sul,6,60124.0,9.979375956356863,23.835125448028673,8.016533333333333
2024,43023,Montenegro,RS,Sul,23,228057.0,10.085197998745928,24.014336917562723,30.4076
2024,42006,Canoinhas,SC,Sul,26,257551.0,10.095087963160694,24.193548387096776,34.340133333333334
2024,35020,Bauru,SP,Sudeste,64,627513.0,10.198991893395037,24.372759856630825,83.6684
2024,35019,Lins,SP,Sudeste,17,166538.0,10.207880483733442,24.551971326164875,22.205066666666667
2024,25011,Cariri Oriental,PB,Nordeste,7,68456.0,10.225546336332826,24.731182795698924,9.127466666666667
2024,33008,Santa Maria Madalena,RJ,Sudeste,3,29230.0,10.263427984946972,24.910394265232974,3.8973333333333335
2024,22011,São Raimundo Nonato,PI,Nordeste,15,146018.0,10.272706104726815,25.089605734767026,19.469066666666667
2024,35055,Registro,SP,Sudeste,26,252074.0,10.314431476471196,25.268817204301076,33.60986666666667
2024,53001,Brasília,DF,Centro-Oeste,308,2982818.0,10.325805999561489,25.448028673835125,397.7090666666667
2024,24012,Seridó Oriental,RN,Nordeste,13,122481.0,10.613891134135091,25.627240143369175,16.3308
2024,43008,Ijuí,RS,Sul,21,197385.0,10.639106315069535,25.806451612903224,26.318
2024,42015,Tijucas,SC,Sul,14,131183.0,10.672114527034752,25.985663082437277,17.491066666666665
2024,25012,Curimataú Ocidental,PB,Nordeste,13,121794.0,10.673760612181225,26.164874551971327,16.2392
2024,21004,Lençóis Maranhenses,MA,Nordeste,21,195311.0,10.752082575994184,26.344086021505376,26.04146666666667
2024,43022,Cachoeira do Sul,RS,Sul,16,148644.0,10.763972982427815,26.523297491039425,19.8192
2024,31031,Itabira,MG,Sudeste,44,408219.0,10.778528191975386,26.70250896057348,54.4292
2024,31022,Uberaba,MG,Sudeste,45,416441.0,10.80585244968675,26.881720430107528,55.52546666666667
2024,35016,Andradina,SP,Sudeste,21,192245.0,10.923561080912377,27.060931899641577,25.632666666666665
2024,43025,São Jerônimo,RS,Sul,16,144909.0,11.041412196619948,27.240143369175627,19.3212
2024,33007,Nova Friburgo,RJ,Sudeste,29,260108.0,11.149214941485845,27.419354838709676,34.681066666666666
2024,31023,Araxá,MG,Sudeste,27,242100.0,11.152416356877323,27.59856630824373,32.28
2024,31018,Uberlândia,MG,Sudeste,111,993750.0,11.169811320754716,27.77777777777778,132.5
2024,25015,Brejo Paraibano,PB,Nordeste,13,116353.0,11.172896272549913,27.956989247311828,15.513733333333333
2024,41027,Pato Branco,PR,Sul,22,196842.0,11.17647656496073,28.136200716845877,26.2456
2024,42010,Campos de Lages,SC,Sul,34,302898.0,11.22490079168565,28.315412186379927,40.3864
2024,31043,Divinópolis,MG,Sudeste,67,593428.0,11.290333452415457,28.49462365591398,79.12373333333333
2024,50008,Nova Andradina,MS,Centro-Oeste,11,97032.0,11.33646632038915,28.67383512544803,12.9376
2024,43014,Guaporé,RS,Sul,16,139701.0,11.453031832270348,28.85304659498208,18.6268
2024,35029,Pirassununga,SP,Sudeste,22,191828.0,11.46860729403424,29.032258064516128,25.577066666666667
2024,42020,Araranguá,SC,Sul,27,234389.0,11.519311913101724,29.211469534050178,31.25186666666667
2024,43019,Restinga Seca,RS,Sul,7,60488.0,11.572543314376405,29.39068100358423,8.065066666666667
2024,42013,Itajaí,SC,Sul,107,924351.0,11.575689321480693,29.56989247311828,123.2468
2024,12001,Cruzeiro do Sul,AC,Norte,19,163474.0,11.622643356130027,29.74910394265233,21.796533333333333
2024,31003,Januária,MG,Sudeste,33,282351.0,11.68758035211492,29.92831541218638,37.6468
2024,31045,Campo Belo,MG,Sudeste,14,116857.0,11.980454743832205,30.107526881720432,15.580933333333334
2024,29027,Brumado,BA,Nordeste,29,241206.0,12.022918169531438,30.28673835125448,32.1608
2024,41003,Cianorte,PR,Sul,19,157993.0,12.025849246485604,30.46594982078853,21.065733333333334
2024,31058,São João Del Rei,MG,Sudeste,24,199084.0,12.055212874967351,30.64516129032258,26.544533333333334
2024,35063,Santos,SP,Sudeste,195,1610479.0,12.10819886505816,30.82437275985663,214.73053333333334
2024,22015,Alto Médio Canindé,PI,Nordeste,33,270167.0,12.214667224346423,31.003584229390682,36.02226666666667
2024,43004,Erechim,RS,Sul,27,219837.0,12.281826989997134,31.182795698924732,29.3116
2024,33006,Cantagalo-Cordeiro,RJ,Sudeste,8,64781.0,12.349299949059137,31.36200716845878,8.637466666666667
2024,41034,São Mateus do Sul,PR,Sul,8,64407.0,12.421010138649526,31.54121863799283,8.5876
2024,43028,Camaquã,RS,Sul,16,128325.0,12.468342100136372,31.72043010752688,17.11
2024,15003,Almeirim,PA,Norte,10,80007.0,12.498906345694751,31.899641577060933,10.6676
2024,41008,Floraí,PR,Sul,5,39854.0,12.545792141315802,32.07885304659498,5.313866666666667
2024,50002,Aquidauana,MS,Centro-Oeste,14,111259.0,12.583251691997951,32.25806451612903,14.834533333333333
2024,31035,Guanhães,MG,Sudeste,16,127089.0,12.58960256198412,32.437275985663085,16.9452
2024,13012,Purus,AM,Norte,11,87313.0,12.5983530516647,32.61648745519713,11.641733333333333
2024,22013,Picos,PI,Nordeste,27,213804.0,12.628388617612393,32.795698924731184,28.5072
2024,28013,Estância,SE,Nordeste,17,133755.0,12.709805240925572,32.97491039426523,17.834
2024,41004,Goioerê,PR,Sul,15,117108.0,12.808689414899067,33.15412186379928,15.6144
2024,33012,Barra do Piraí,RJ,Sudeste,23,179227.0,12.832887901934418,33.333333333333336,23.896933333333333
2024,23014,Chorozinho,CE,Nordeste,9,69332.0,12.981018865747417,33.51254480286738,9.244266666666666
2024,43029,Campanha Ocidental,RS,Sul,46,353774.0,13.002651410222345,33.691756272401435,47.169866666666664
2024,31030,Belo Horizonte,MG,Sudeste,687,5232475.0,13.129541947166494,33.87096774193548,697.6633333333333
2024,31066,Cataguases,MG,Sudeste,28,213237.0,13.130929435323138,34.05017921146953,28.4316
2024,43012,Não-Me-Toque,RS,Sul,6,45638.0,13.146938954380122,34.229390681003586,6.085066666666667
2024,31014,Almenara,MG,Sudeste,24,181088.0,13.253224951404842,34.40860215053763,24.145066666666665
2024,25013,Curimataú Oriental,PB,Nordeste,12,90158.0,13.309966946915415,34.587813620071685,12.021066666666666
2024,43030,Campanha Central,RS,Sul,25,187756.0,13.31515371013443,34.76702508960574,25.034133333333333
2024,52017,Catalão,GO,Centro-Oeste,25,187484.0,13.334471208209767,34.946236559139784,24.997866666666667
2024,43020,Santa Cruz do Sul,RS,Sul,46,342213.0,13.441920675135076,35.12544802867384,45.6284
2024,41018,Wenceslau Braz,PR,Sul,15,111588.0,13.442305624260673,35.30465949820788,14.8784
2024,24005,Serra de São Miguel,RN,Nordeste,9,65808.0,13.676148796498905,35.483870967741936,8.7744
2024,15001,Óbidos,PA,Norte,29,210475.0,13.778358474878251,35.66308243727599,28.063333333333333
2024,31020,Patos de Minas,MG,Sudeste,42,302765.0,13.872145063002659,35.842293906810035,40.36866666666667
2024,41016,Jacarezinho,PR,Sul,18,129366.0,13.914011409489357,36.02150537634409,17.2488
2024,43002,Três Passos,RS,Sul,20,143717.0,13.916238162499914,36.200716845878134,19.162266666666667
2024,31009,Bocaiúva,MG,Sudeste,10,71366.0,14.01227475268335,36.37992831541219,9.515466666666667
2024,29002,Cotegipe,BA,Nordeste,17,120655.0,14.089760059674278,36.55913978494624,16.087333333333333
2024,41026,Francisco Beltrão,PR,Sul,41,289163.0,14.178854141089973,36.738351254480285,38.55506666666667
2024,43032,Serras de Sudeste,RS,Sul,16,112615.0,14.207698796785508,36.91756272401434,15.015333333333333
2024,28005,Tobias Barreto,SE,Nordeste,17,119112.0,14.272281550137686,37.096774193548384,15.8816
2024,17004,Rio Formoso,TO,Norte,19,133111.0,14.273801564108151,37.27598566308244,17.74813333333333
2024,43001,Santa Rosa,RS,Sul,24,167789.0,14.30367902544267,37.45519713261649,22.371866666666666
2024,43021,Lajeado-Estrela,RS,Sul,50,348208.0,14.359233561549418,37.634408602150536,46.427733333333336
2024,25006,Itaporanga,PB,Nordeste,12,83478.0,14.37504492201538,37.81362007168459,11.1304
2024,41020,Jaguariaíva,PR,Sul,15,103885.0,14.439043172739087,37.992831541218635,13.851333333333333
2024,31055,Andrelândia,MG,Sudeste,11,76029.0,14.46816346394139,38.17204301075269,10.1372
2024,28006,Agreste de Lagarto,SE,Nordeste,18,124137.0,14.500108750815631,38.35125448028674,16.5516
2024,15004,Portel,PA,Norte,24,165299.0,14.519144096455515,38.53046594982079,22.039866666666665
2024,32011,Alegre,ES,Sudeste,26,175327.0,14.829433002332784,38.70967741935484,23.376933333333334
2024,32012,Cachoeiro de Itapemirim,ES,Sudeste,52,350167.0,14.850057258393852,38.888888888888886,46.68893333333333
